message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,,,
Marcia.. oh man!! Say hi for me,0,2018-02-24 17:02:44,2,1,1,0,0,0,0,0,,,
"The Native American will see the irony of your comment 

(Why should we want people in America that will try and force their cultures on us?)",0,2018-02-24 17:04:46,3,3,0,0,0,0,0,0,,,
Ara Ari..only if you give me a recipe for cevichi.,0,2018-02-24 17:05:59,2,0,1,0,1,0,0,0,,,
Done deal.. I'm tagging you now. ❤,0,2018-02-24 17:07:28,1,1,0,0,0,0,0,0,,,
Marcia Losee Do you know who reported Dan?,0,2018-02-24 17:08:30,1,1,0,0,0,0,0,0,,,
The same girl that Reported Christine Johnson..Connie something.,0,2018-02-24 17:09:34,1,0,0,1,0,0,0,0,,,
I miss Adam Epstein.  He was a riot. 😀,0,2018-02-24 17:09:41,3,3,0,0,0,0,0,0,,,
The real memo was just released and it shreds the Nunes memo.,0,2018-02-24 17:10:35,1,1,0,0,0,0,0,0,,,
"Elaine, I still see Adam Epstein posting ever now and then.",0,2018-02-24 17:13:11,2,2,0,0,0,0,0,0,,,
Terry Walker earning that money I see.  Keep commenting and soon you will have trump money.,0,2018-02-24 17:14:15,1,1,0,0,0,0,0,0,,,
Jim Villella the more they investigate Trump the more crimes are exposed by prominent Democrats in the swamp.,0,2018-02-24 17:15:42,5,4,1,0,0,0,0,0,,,
"I keep looking up and it says ""The Snake"" right above Trump. Very appropriate.",0,2018-02-24 17:16:05,7,5,0,0,2,0,0,0,,,
"Kristy Hall that does not apply to the followers of Islam ...most religions live happily side by side. Hindu,Sikh Buddhist Christians but Islam in their Koran.   Is “ death to the Infidels “  definitely not intending to assimilate",0,2018-02-24 17:19:28,1,1,0,0,0,0,0,0,,,
"Mike Lelievre your right and they are going to start talking so, he will be resigning so.",0,2018-02-24 17:19:30,0,0,0,0,0,0,0,0,,,
Skye King so you're primary concern is what other people are dressing like?,0,2018-02-24 17:20:03,0,0,0,0,0,0,0,0,,,
"Victor, wouldn't be surprised to see Donnie reading Cat in the Hat to his base..The cheers and giddy joy of hearing another ryhme..",0,2018-02-24 17:22:36,1,0,0,0,1,0,0,0,,,
It truly takes a lost gullible person to need hero so bad they enjoy trump reading you children stories and then they comments like he there answer sad,0,2018-02-24 17:24:23,1,1,0,0,0,0,0,0,,,
"Terry Walker, two key points in the memo completely destroy Nunes' memo. The dossier did not take part in the FBI's decision to start investigating Page. It was other troubling information unrelated to the dossier. In fact, the FBI did not see the dossier until September, 2016, way after the FISA warrant was granted. It also says that once the dossier info was available the courts were told of Steele's political background. How the memo came about was never hidden. The courts felt that it was still sufficient evidence to issue the warrant.",0,2018-02-24 17:24:27,2,2,0,0,0,0,0,0,,,
"In other words Nunes' memo was political BS that was trying to protect the conman. It won't work, he'll still go to jail.",0,2018-02-24 17:25:52,4,4,0,0,0,0,0,0,,,
Mike Lelievre Glad to take our chances...may all the swamp people go down...especially those in the Administration!,0,2018-02-24 17:27:59,0,0,0,0,0,0,0,0,,,
Big Huck has responded at 6 am.umm sounds like she was prepared? Guess we here from Donnie after he is done reading The Snake to Hoetus's parents.,0,2018-02-24 17:29:44,1,1,0,0,0,0,0,0,,,
"Baghdad Terry...
By your thinking Africans are to blame for not preventing their own slavery.",0,2018-02-24 17:30:14,3,3,0,0,0,0,0,0,,,
"This is new -- at least to me.  The memo says “senior FBI and DOJ officials have repeatedly affirmed to the Committee the reliability and credibility of Steele’s reporting,” In other words, the dossier that Hannity and Co. keep describing as debunked is far from it. The FBI and the DOJ think the info in it is true. I'm sure Mueller knows this too.",0,2018-02-24 17:32:54,2,2,0,0,0,0,0,0,,,
"Mikki Scott...
I know Americans like you exist. You're out there waddling around but I wish you and your kind wore a sign so we could identify which ones you are.",0,2018-02-24 17:33:57,1,1,0,0,0,0,0,0,,,
Victor Manuel..never forget that our stable genius knew all about those tiny cameras.,0,2018-02-24 17:39:25,3,2,0,0,1,0,0,0,,,
"Only Thing That Stops A Bad Guy With A Gun Is A Good Guy With A Gun...

The armed Parkland school resource officer nor 3 Broward county sheriff's officers engaged the shooter. Teachers will?",0,2018-02-24 17:39:59,2,2,0,0,0,0,0,0,,,
The Democrats and some Republicans don’t get it that the two previous Presidents and their Administrations created twenty trillion dollars debt without improving America’s infrastructure or benefiting its citizens,0,2018-02-24 17:40:20,2,2,0,0,0,0,0,0,,,
Now that was a real memo.,0,2018-02-24 17:40:51,1,1,0,0,0,0,0,0,,,
"Terry Walker, I'm talking about the FBI that is going to put the conman in jail.",0,2018-02-24 17:42:02,5,3,0,0,2,0,0,0,,,
Mikki Scott If you're working two jobs I'm betting that you don't make enough or pay enough taxes to barely support more than yourself so what are you talking about supporting others.  Sounds like you've been indoctrinated by the trump b.s.,0,2018-02-24 17:42:17,2,2,0,0,0,0,0,0,,,
Jose Cruz  Keep dreaming .,0,2018-02-24 17:42:30,0,0,0,0,0,0,0,0,,,
When Donnie talks about the snake is he just projecting about his little Cheeto?,0,2018-02-24 17:43:28,5,3,0,0,2,0,0,0,,,
Robert Mueller is the guy that took down Teflon Don John Gotti by getting Sammy the Bull Gravano to flip on him. We're getting closer to Trump.,0,2018-02-24 17:44:51,2,2,0,0,0,0,0,0,,,
Terry Walker please post when the first fisa warrant was issued we know it was reauthorized 4 times,0,2018-02-24 17:45:14,2,2,0,0,0,0,0,0,,,
"Mark,that's what she said.",0,2018-02-24 17:45:23,1,1,0,0,0,0,0,0,,,
Comprende?!?! That sounds like foreign speak. We can’t have that. It doesn’t sound white enough.,0,2018-02-24 17:45:30,3,3,0,0,0,0,0,0,,,
Al Harrison. Just hop over to Russia then.,0,2018-02-24 17:46:22,0,0,0,0,0,0,0,0,,,
Brian Holmes Mueller will get both Teflon Dons,0,2018-02-24 17:46:23,2,2,0,0,0,0,0,0,,,
Elaine Stewart I blame Soros.,0,2018-02-24 17:47:27,2,2,0,0,0,0,0,0,,,
Adam Epstein he was a confederate,0,2018-02-24 17:47:58,2,2,0,0,0,0,0,0,,,
I think Baghdad Terry might win as a nickname. I think it even beats the Albino Donkey Breeder nickname,0,2018-02-24 17:49:09,2,2,0,0,0,0,0,0,,,
Adam Epstein you forgot to mention he love Churchill.,0,2018-02-24 17:49:38,2,2,0,0,0,0,0,0,,,
Adam Epstein I didn’t realize you could still be American and live in England? I thought we all had to be behind the wall.,0,2018-02-24 17:50:08,1,0,0,0,1,0,0,0,,,
Elaine Stewart It's been hard to hire talented crisis actors since all that Weinstein unpleasantness. Many no longer work with Woody Allen either.,0,2018-02-24 17:50:33,4,2,0,0,2,0,0,0,,,
Mark Kroeckel I love when Donnie performs The Snake.,0,2018-02-24 17:51:35,4,3,0,0,1,0,0,0,,,
Adam Epstein I prefer only false flag crisis actors. Non-union of course.,0,2018-02-24 17:51:42,2,2,0,0,0,0,0,0,,,
Adam Epstein Donnie’s rendition of The Snake is almost as good as Benghazi! The Musical,0,2018-02-24 17:52:48,4,3,0,0,1,0,0,0,,,
"Terry Walker, the FBI did not see the dossier until September, 2016, more than 2 months after the FBI started the investigation (July 2006). That's what I meant to say. The warrant was then granted in October, 2006. By the time the warrant was granted, Page was not with Trump's campaign. So, that also undercuts Trump's argument that the warrant was issued to spy on him. The DOJ and the courts felt a lot of the info in the dossier was the same as what they already knew.",0,2018-02-24 17:53:09,3,3,0,0,0,0,0,0,,,
Marcia Losee Has there been any sign of Willa Mills?,0,2018-02-24 17:54:28,1,1,0,0,0,0,0,0,,,
"Why is there a ""snake"" sign on top of Trump anyway?",0,2018-02-24 17:55:14,3,3,0,0,0,0,0,0,,,
Victor Manuel it’s kind of redundant with Donnie being right below it,0,2018-02-24 17:56:02,2,2,0,0,0,0,0,0,,,
Why would our stable genius pick so many people involved with Russia to be in his administration?,0,2018-02-24 17:57:13,1,1,0,0,0,0,0,0,,,
Mark Kroeckel I love how the utter irony is entirely lost on the Trumpets,0,2018-02-24 17:57:17,3,3,0,0,0,0,0,0,,,
Adam Epstein I haven’t run across the Albino Donkey Breeder in a stretch. Maybe she had an accident ejaculating one of her donkeys,0,2018-02-24 17:57:20,1,0,0,0,1,0,0,0,,,
So send back Melania’s parents.,0,2018-02-24 17:58:03,2,2,0,0,0,0,0,0,,,
"Adam Epstein Donnie lovers don’t get irony, satire, nuance or logic for that matter.",0,2018-02-24 17:58:32,4,3,0,0,1,0,0,0,,,
"Mark Kroeckel How do you like the new lingo - ""hardening schools"", ""legacy media""..",0,2018-02-24 17:58:48,2,2,0,0,0,0,0,0,,,
Dont believe 2020 will be trump year,0,2018-02-24 17:58:52,0,0,0,0,0,0,0,0,,,
Adam Epstein amazing how fast the right-wing spreads the jargon. I was tired of everything being “weaponized”. This should work out well. Schools as prison.,0,2018-02-24 18:00:30,2,2,0,0,0,0,0,0,,,
https://forward.com/fast-forward/395043/nra-chief-singles-out-jewish-billionaires-in-socialism-rant/,0,2018-02-24 18:00:32,1,1,0,0,0,0,0,0,,,
"Adam Epstein..saw Wildabeast a few days ago.,as pleasant as usual.Have been seeing this nut called Alice OBrien lately.Think she's from your neck of the woods.",0,2018-02-24 18:04:25,1,1,0,0,0,0,0,0,,,
I think he may have eaten a tide pod before  reciting the snake poem,0,2018-02-24 18:04:41,3,3,0,0,0,0,0,0,,,
"Mark Kroeckel She's a real piece of work, isn't she?

https://www.theguardian.com/us-news/2018/feb/21/who-is-dana-loesch-nra-defender-florida-shooting",0,2018-02-24 18:04:41,1,1,0,0,0,0,0,0,,,
Marcia Losee Alice is a piece of work.,0,2018-02-24 18:05:03,1,1,0,0,0,0,0,0,,,
"President Hypocrite tweet:

Crooked Hillary said that I  want guns brought into the school classroom. Wrong!

10:55 PM - May 21, 2016",0,2018-02-24 18:05:15,1,1,0,0,0,0,0,0,,,
Adam Epstein her an Wayne make quite the toxic pair. She is a smoother liar than Donnie.,0,2018-02-24 18:06:18,2,2,0,0,0,0,0,0,,,
So exactly how many foreign spies has Donnie hired in total? 4? 5? Where are we on the count?,0,2018-02-24 18:07:04,4,3,0,0,1,0,0,0,,,
"I don't think Obama had the gravitas to perform The Snake, William Bush.",0,2018-02-24 18:07:50,2,2,0,0,0,0,0,0,,,
She gave the snake some honey and milk by the fire side. Lol,0,2018-02-24 18:09:20,1,1,0,0,0,0,0,0,,,
Victor Manuel Your argument does not undercut anything.,0,2018-02-24 18:09:36,1,1,0,0,0,0,0,0,,,
"I still think we should train and arm every unemployed black male in this country and have them stationed at every school in the nation. 2 birds, 1 stone. Donnie said he want to take care of black folks.",0,2018-02-24 18:09:49,2,2,0,0,0,0,0,0,,,
Terry Walker Victor does not like truth. You might be hurting his feelings by giving him the truth.,0,2018-02-24 18:11:33,1,1,0,0,0,0,0,0,,,
"“In the first place, we should insist that if the immigrant who comes here in good faith becomes an American and assimilates himself to us, he shall be treated on an exact equality with everyone else, for it is an outrage to discriminate against any such man because of creed, or birthplace, or origin. But this is predicated upon the person’s becoming in every facet an American, and nothing but an American … There can be no divided allegiance here. Any man who says he is an American, but something else also, isn’t an American at all. We have room for but one flag, the American flag … We have room for but one language here, and that is the English language … and we have room for but one sole loyalty and that is a loyalty to the American people.”
Theodore Roosevelt 1907",0,2018-02-24 18:11:35,1,1,0,0,0,0,0,0,,,
Terry Walker you think? So I am supposed to just go by what you say?,0,2018-02-24 18:11:39,1,1,0,0,0,0,0,0,,,
Mark Kroeckel I think we should have armed Muslim teachers protecting out schools.,0,2018-02-24 18:11:57,1,1,0,0,0,0,0,0,,,
Terry Walker name that spy?,0,2018-02-24 18:12:12,0,0,0,0,0,0,0,0,,,
Adam Epstein I think Trump should have SUNG “The Snake”. So I can only give him a B minus.,0,2018-02-24 18:12:24,2,2,0,0,0,0,0,0,,,
Lol,0,2018-02-24 18:12:57,1,1,0,0,0,0,0,0,,,
Isn’t the snake the same as the Arabic tell of the scorpion?,0,2018-02-24 18:13:12,1,1,0,0,0,0,0,0,,,
Alice OBrien and Tiffany Scott are the same person disguised as Trump lovers Mark Kroeckel.,0,2018-02-24 18:13:17,3,1,0,0,2,0,0,0,,,
Victor Manuel The bottom line is the fake dossier was used and foreign agents were paid.,0,2018-02-24 18:13:19,2,2,0,0,0,0,0,0,,,
Trump is no Al Wilson.,0,2018-02-24 18:13:57,1,1,0,0,0,0,0,0,,,
Marcia Losee ah!,0,2018-02-24 18:14:04,0,0,0,0,0,0,0,0,,,
"Also, armed transgender bathroom escorts.",0,2018-02-24 18:15:11,1,1,0,0,0,0,0,0,,,
The way you forced your culture on the indigenous population?,0,2018-02-24 18:15:20,0,0,0,0,0,0,0,0,,,
Just think if any of the previous 44 presidents hired a foreign spy being paid by Turkey and Russia as national security advisor they would have been impeached,0,2018-02-24 18:15:21,1,1,0,0,0,0,0,0,,,
Trump fans should be picked up by black helicopters and taken to fema camps to be re-educated. Let’s turn them all into drug using anti god gay people like they claim Dems are!,0,2018-02-24 18:15:21,0,0,0,0,0,0,0,0,,,
Adam Epstein exactly. You never know when Roy Moore will show up in a little girls restroom,0,2018-02-24 18:16:08,2,2,0,0,0,0,0,0,,,
Terry Walker was hired by fusion gps when republicans first issued the opposition research on trump.  Try again,0,2018-02-24 18:16:25,0,0,0,0,0,0,0,0,,,
Adam Epstein Transgenders could patrol the boys room AND the girls room.  A win/win.,0,2018-02-24 18:17:07,3,3,0,0,0,0,0,0,,,
Terry Walker how about you use the old internet and look it up!,0,2018-02-24 18:17:17,1,1,0,0,0,0,0,0,,,
William Bush that is some smart cost savings!,0,2018-02-24 18:17:50,2,2,0,0,0,0,0,0,,,
"Has anyone seen Trump singing the Green Acres theme song?
It's really hilarious.",0,2018-02-24 18:18:17,0,0,0,0,0,0,0,0,,,
Marcia Losee did you like trumps emotional “snake” poem?  The tears were rolling down my face.. such emotion (trump = 🐍. Lady liberty =America) .... he needs some new material..,0,2018-02-24 18:18:33,3,3,0,0,0,0,0,0,,,
